cbsa,YEAR,alcohol
36220,2013,19
36260,2013,8
36300,2013,16
36340,2013,9
36380,2013,5
36420,2013,130
36460,2013,11
36500,2013,19
36540,2013,41
36580,2013,10
36620,2013,3
36660,2013,NA
36700,2013,7
36740,2013,143
36780,2013,5
36820,2013,2
36830,2013,2
36840,2013,8
36860,2013,13
36900,2013,1
36940,2013,9
36980,2013,11
37020,2013,4
37060,2013,13
37080,2013,3
37100,2013,123
37120,2013,3
37140,2013,13
37220,2013,2
37260,2013,3
37300,2013,3
37340,2013,41
37420,2013,4
37460,2013,24
37500,2013,6
37540,2013,7
37580,2013,3
37620,2013,2
37660,2013,6
37740,2013,3
37780,2013,1
37800,2013,NA
37860,2013,29
37900,2013,27
37940,2013,3
37980,2013,821
38060,2013,121
38100,2013,NA
38180,2013,2
38220,2013,19
38240,2013,5
38260,2013,9
38300,2013,384
38340,2013,38
38380,2013,4
38420,2013,6
38460,2013,16
38500,2013,5
38540,2013,5
38580,2013,4
38620,2013,6
38700,2013,3
38740,2013,1
38780,2013,1
38820,2013,NA
38840,2013,2
38860,2013,17
38900,2013,122
38920,2013,2
38940,2013,40
39020,2013,2
39060,2013,33
39140,2013,10
39220,2013,1
39260,2013,2
39300,2013,329
39340,2013,5
39380,2013,34
39420,2013,2
39460,2013,13
39500,2013,1
39540,2013,19
39580,2013,55
39660,2013,9
39700,2013,NA
39740,2013,54
39780,2013,2
39820,2013,9
39860,2013,14
39900,2013,35
39940,2013,NA
39980,2013,14
40060,2013,73
40080,2013,12
40100,2013,8
40140,2013,364
40180,2013,7
40220,2013,15
40260,2013,10
40300,2013,4
40340,2013,39
40380,2013,126
40420,2013,29
40460,2013,2
40540,2013,6
40580,2013,15
40620,2013,4
40660,2013,13
40700,2013,7
40740,2013,1
40760,2013,NA
40780,2013,1
40820,2013,3
40860,2013,12
40900,2013,162
40940,2013,1
40980,2013,33
41060,2013,38
41100,2013,3
41140,2013,3
41180,2013,161
41220,2013,4
41260,2013,NA
41400,2013,7
41420,2013,15
41460,2013,12
41500,2013,44
41540,2013,92
41620,2013,23
41660,2013,11
41700,2013,167
41740,2013,364
41760,2013,4
41780,2013,7
41820,2013,3
41860,2013,431
41940,2013,169
42020,2013,59
42100,2013,35
42140,2013,13
42200,2013,83
42220,2013,65
42300,2013,2
42340,2013,53
42380,2013,10
42420,2013,3
42460,2013,5
42540,2013,127
42620,2013,1
42660,2013,165
42680,2013,12
42700,2013,3
42740,2013,3
42780,2013,3
42820,2013,3
42860,2013,6
42900,2013,6
42940,2013,6
42980,2013,6
43020,2013,NA
43060,2013,5
43100,2013,6
43140,2013,3
43180,2013,3
43220,2013,1
43260,2013,5
43300,2013,8
43320,2013,3
43340,2013,53
43380,2013,6
43420,2013,6
43460,2013,2
43500,2013,3
43580,2013,11
43620,2013,19
43660,2013,4
43700,2013,4
43740,2013,10
43760,2013,1
43780,2013,28
43900,2013,24
43940,2013,5
43980,2013,1
44020,2013,3
44060,2013,24
44100,2013,17
44140,2013,136
44180,2013,28
44220,2013,18
44260,2013,7
44300,2013,18
44340,2013,1
44420,2013,8
44460,2013,9
44500,2013,1
44540,2013,3
44580,2013,6
44620,2013,5
44660,2013,8
44700,2013,51
44740,2013,1
44780,2013,3
44860,2013,2
44900,2013,NA
44920,2013,3
44940,2013,6
44980,2013,13
45000,2013,NA
45020,2013,4
45060,2013,65
45140,2013,4
45180,2013,4
45220,2013,33
45300,2013,179
45340,2013,4
45380,2013,4
45460,2013,21
45500,2013,17
45520,2013,2
45540,2013,3
45580,2013,1
45620,2013,4
45660,2013,4
45700,2013,1
45740,2013,2
45780,2013,29
45820,2013,54
45860,2013,54
45900,2013,20
45940,2013,71
45980,2013,3
46020,2013,10
46060,2013,29
46100,2013,13
46140,2013,90
46180,2013,21
46220,2013,13
46300,2013,5
46340,2013,5
46380,2013,12
46460,2013,4
46500,2013,4
46520,2013,49
46540,2013,31
46620,2013,2
46660,2013,12
46700,2013,29
46740,2013,2
46780,2013,1
46820,2013,2
46860,2013,1
46900,2013,1
46980,2013,6
47020,2013,8
47080,2013,3
47180,2013,7
47220,2013,29
47240,2013,7
47260,2013,85
47300,2013,23
47340,2013,3
47380,2013,11
47420,2013,4
47460,2013,6
47540,2013,2
47580,2013,28
47620,2013,7
47660,2013,4
47700,2013,5
47780,2013,3
47820,2013,6
47900,2013,722
47920,2013,NA
47940,2013,17
47980,2013,3
48020,2013,7
48060,2013,13
48100,2013,NA
48140,2013,1
48180,2013,8
48220,2013,7
48260,2013,7
48300,2013,10
48460,2013,5
48500,2013,NA
48540,2013,7
48580,2013,12
48620,2013,119
48660,2013,7
48700,2013,18
48780,2013,2
48820,2013,6
48900,2013,22
48940,2013,4
48980,2013,7
49020,2013,7
49080,2013,2
49100,2013,13
49180,2013,24
49220,2013,3
49260,2013,2
49300,2013,15
49340,2013,192
49380,2013,5
49420,2013,8
49460,2013,2
49620,2013,47
49660,2013,49
49700,2013,11
49740,2013,10
49780,2013,8
49820,2013,NA
10100,2014,3
10140,2014,4
10180,2014,14
10220,2014,5
10300,2014,10
10420,2014,53
10460,2014,1
10500,2014,18
10540,2014,4
10580,2014,145
10620,2014,2
10660,2014,6
10700,2014,8
10740,2014,34
10760,2014,NA
10780,2014,7
10820,2014,8
10860,2014,5
10900,2014,115
10940,2014,4
10980,2014,3
11020,2014,17
11060,2014,2
11100,2014,26
11140,2014,4
11180,2014,4
11220,2014,10
11260,2014,48
11380,2014,NA
11420,2014,5
11460,2014,47
11500,2014,6
11540,2014,6
11580,2014,NA
11620,2014,7
11660,2014,4
11680,2014,12
11700,2014,35
11740,2014,3
11780,2014,2
11820,2014,9
11860,2014,2
11900,2014,4
11940,2014,2
11980,2014,12
12020,2014,21
12060,2014,444
12100,2014,55
12120,2014,NA
12140,2014,3
12180,2014,8
12220,2014,5
12260,2014,53
12300,2014,2
12380,2014,7
12420,2014,159
12460,2014,2
12540,2014,54
12580,2014,651
12620,2014,6
12660,2014,3
12680,2014,12
12700,2014,80
12740,2014,10
12780,2014,7
12820,2014,1
12860,2014,7
12900,2014,NA
12940,2014,13
12980,2014,15
13020,2014,12
13060,2014,7
13100,2014,4
13140,2014,38
13180,2014,3
13220,2014,2
13260,2014,2
13300,2014,2
13340,2014,3
13380,2014,17
13420,2014,9
13460,2014,10
13500,2014,2
13540,2014,9
13620,2014,8
13660,2014,4
13700,2014,2
13720,2014,4
13740,2014,14
13780,2014,35
13820,2014,76
13900,2014,6
13940,2014,1
13980,2014,8
14010,2014,10
14020,2014,14
14100,2014,14
14140,2014,8
14180,2014,5
14220,2014,NA
14260,2014,33
14300,2014,NA
14340,2014,NA
14380,2014,4
14420,2014,3
14460,2014,843
14500,2014,66
14540,2014,20
14580,2014,6
14620,2014,12
14660,2014,23
14700,2014,4
14720,2014,18
14740,2014,9
14780,2014,3
14820,2014,2
14860,2014,177
15020,2014,1
15060,2014,2
15100,2014,2
15140,2014,NA
15180,2014,23
15220,2014,4
15260,2014,23
15340,2014,4
15380,2014,143
15420,2014,2
15460,2014,NA
15500,2014,8
15540,2014,42
15580,2014,2
15620,2014,4
15660,2014,6
15680,2014,26
15700,2014,3
15740,2014,4
15780,2014,6
15820,2014,NA
15860,2014,10
15900,2014,3
15940,2014,30
15980,2014,35
16020,2014,4
16060,2014,16
16100,2014,NA
16140,2014,NA
16180,2014,8
16220,2014,13
16260,2014,1
16300,2014,11
16340,2014,2
16380,2014,3
16420,2014,NA
16460,2014,6
16500,2014,5
16540,2014,15
16580,2014,18
16620,2014,2
16660,2014,7
16700,2014,63
16740,2014,124
16820,2014,20
16860,2014,48
16940,2014,14
16980,2014,1086
17020,2014,23
17060,2014,7
17140,2014,177
17200,2014,34
17220,2014,2
17260,2014,4
17300,2014,40
17340,2014,4
17380,2014,7
17420,2014,1
17460,2014,129
17500,2014,2
17540,2014,1
17580,2014,NA
17660,2014,15
17700,2014,8
17740,2014,4
17780,2014,16
17820,2014,136
17860,2014,8
17900,2014,68
17980,2014,40
18020,2014,9
18060,2014,10
18100,2014,1
18140,2014,123
18180,2014,10
18220,2014,2
18260,2014,10
18300,2014,6
18380,2014,4
18420,2014,7
18460,2014,2
18500,2014,9
18580,2014,38
18620,2014,3
18660,2014,6
18700,2014,5
18740,2014,4
18780,2014,7
18820,2014,3
18860,2014,3
18880,2014,31
18900,2014,4
18980,2014,3
19000,2014,1
19060,2014,10
19100,2014,439
19140,2014,9
19180,2014,11
19220,2014,6
19260,2014,5
19300,2014,28
19340,2014,15
19380,2014,97
19420,2014,NA
19460,2014,8
19500,2014,11
19540,2014,4
19580,2014,1
19620,2014,7
19660,2014,36
19700,2014,1
19740,2014,630
19760,2014,NA
19780,2014,21
19820,2014,964
19860,2014,7
19940,2014,2
19980,2014,5
20020,2014,11
20060,2014,3
20100,2014,44
20140,2014,13
20180,2014,17
20220,2014,2
20260,2014,56
20300,2014,2
20340,2014,8
20380,2014,4
20420,2014,19
20460,2014,1
20500,2014,33
20540,2014,5
20580,2014,3
20660,2014,6
20700,2014,20
20740,2014,3
20780,2014,24
20820,2014,8
20900,2014,3
20940,2014,10
20980,2014,8
21020,2014,6
21060,2014,14
21120,2014,4
21140,2014,16
21180,2014,1
21220,2014,3
21260,2014,2
21300,2014,5
21340,2014,52
21380,2014,10
21420,2014,13
21460,2014,3
21500,2014,47
21540,2014,NA
21580,2014,4
21640,2014,NA
21660,2014,21
21700,2014,16
21740,2014,4
21780,2014,29
21820,2014,9
21840,2014,NA
21860,2014,NA
21900,2014,2
21980,2014,NA
22020,2014,30
22060,2014,7
22100,2014,2
22140,2014,3
22180,2014,14
22220,2014,42
22260,2014,12
22280,2014,4
22300,2014,4
22340,2014,3
22380,2014,10
22420,2014,82
22500,2014,23
22520,2014,21
22540,2014,7
22580,2014,2
22620,2014,5
22660,2014,69
22700,2014,2
22780,2014,1
22800,2014,NA
22820,2014,8
22840,2014,NA
22860,2014,2
22900,2014,25
23060,2014,41
23140,2014,7
23180,2014,8
23240,2014,10
23300,2014,5
23340,2014,2
23380,2014,3
23420,2014,93
23460,2014,10
23500,2014,3
23540,2014,25
23580,2014,20
23620,2014,6
23660,2014,2
23700,2014,7
23780,2014,12
23820,2014,7
23860,2014,6
23900,2014,8
23940,2014,7
23980,2014,NA
24020,2014,23
24060,2014,31
24100,2014,8
24140,2014,5
24220,2014,14
24260,2014,2
24300,2014,31
24330,2014,NA
24340,2014,96
24380,2014,2
24420,2014,4
24460,2014,7
24500,2014,5
24540,2014,58
24580,2014,17
24620,2014,6
24640,2014,11
24660,2014,43
24700,2014,3
24740,2014,6
24780,2014,11
24820,2014,4
24860,2014,59
24900,2014,5
24940,2014,7
24980,2014,2
25060,2014,54
25100,2014,3
25180,2014,39
25200,2014,3
25220,2014,1
25260,2014,7
25300,2014,NA
25420,2014,74
25460,2014,6
25500,2014,7
25540,2014,304
25580,2014,2
25620,2014,29
25700,2014,10
25720,2014,1
25740,2014,6
25760,2014,2
25780,2014,1
25820,2014,1
25840,2014,6
25860,2014,15
25880,2014,2
25900,2014,3
25940,2014,22
25980,2014,3
26020,2014,3
26090,2014,15
26140,2014,12
26220,2014,3
26260,2014,NA
26300,2014,25
26340,2014,5
26380,2014,2
26420,2014,385
26460,2014,16
26500,2014,8
26540,2014,5
26580,2014,21
26620,2014,34
26660,2014,7
26700,2014,NA
26740,2014,13
26780,2014,6
26820,2014,5
26860,2014,15
26900,2014,260
26940,2014,4
26960,2014,5
26980,2014,9
27020,2014,2
27060,2014,16
27100,2014,23
27140,2014,54
27160,2014,3
27180,2014,13
27220,2014,4
27260,2014,106
27300,2014,3
27340,2014,8
27380,2014,4
27420,2014,3
27460,2014,14
27500,2014,10
27540,2014,8
27600,2014,4
27620,2014,6
27660,2014,NA
27700,2014,5
27740,2014,16
27780,2014,36
27860,2014,6
27900,2014,18
27920,2014,5
27940,2014,5
27980,2014,5
28020,2014,46
28060,2014,9
28100,2014,11
28140,2014,236
28180,2014,3
28260,2014,3
28300,2014,9
28340,2014,6
28380,2014,3
28420,2014,13
28500,2014,7
28540,2014,1
28580,2014,12
28620,2014,10
28660,2014,31
28700,2014,24
28740,2014,41
28780,2014,2
28820,2014,3
28860,2014,2
28900,2014,3
28940,2014,79
29020,2014,13
29060,2014,4
29100,2014,6
29180,2014,8
29200,2014,21
29260,2014,NA
29300,2014,6
29340,2014,5
29380,2014,3
29420,2014,5
29460,2014,34
29500,2014,2
29540,2014,44
29620,2014,40
29660,2014,6
29700,2014,14
29740,2014,7
29780,2014,1
29820,2014,77
29860,2014,10
29900,2014,1
29940,2014,29
29980,2014,3
30020,2014,14
30060,2014,4
30140,2014,15
30220,2014,2
30260,2014,7
30280,2014,4
30300,2014,2
30340,2014,5
30380,2014,6
30420,2014,4
30460,2014,49
30580,2014,5
30620,2014,4
30660,2014,1
30700,2014,16
30780,2014,88
30820,2014,5
30860,2014,2
30880,2014,1
30900,2014,6
30940,2014,3
30980,2014,25
31020,2014,4
31060,2014,NA
31080,2014,1454
31140,2014,173
31180,2014,33
31220,2014,2
31260,2014,2
31300,2014,7
31340,2014,11
31380,2014,2
31420,2014,35
31460,2014,11
31500,2014,7
31540,2014,59
31580,2014,10
31620,2014,NA
31660,2014,7
31680,2014,NA
31700,2014,20
31740,2014,19
31820,2014,4
31860,2014,12
31900,2014,7
31930,2014,3
31940,2014,4
31980,2014,9
32000,2014,1
32020,2014,3
32100,2014,5
32140,2014,8
32180,2014,NA
32220,2014,3
32260,2014,2
32280,2014,NA
32300,2014,3
32340,2014,NA
32380,2014,2
32460,2014,NA
32500,2014,2
32540,2014,3
32580,2014,28
32620,2014,7
32660,2014,NA
32700,2014,5
32740,2014,16
32780,2014,12
32820,2014,151
32860,2014,4
32900,2014,17
32940,2014,14
32980,2014,2
33020,2014,1
33060,2014,2
33100,2014,441
33140,2014,15
33180,2014,NA
33220,2014,7
33260,2014,15
33300,2014,5
33340,2014,137
33420,2014,8
33460,2014,507
33500,2014,6
33540,2014,6
33580,2014,NA
33620,2014,3
33660,2014,37
33700,2014,43
33740,2014,13
33780,2014,25
33860,2014,26
33940,2014,10
33980,2014,6
34020,2014,NA
34060,2014,3
34100,2014,5
34140,2014,4
34180,2014,2
34220,2014,4
34260,2014,12
34300,2014,1
34340,2014,5
34380,2014,8
34420,2014,3
34460,2014,3
34500,2014,5
34540,2014,4
34580,2014,7
34620,2014,17
34660,2014,3
34700,2014,2
34740,2014,16
34780,2014,4
34820,2014,54
34860,2014,8
34900,2014,44
34940,2014,13
34980,2014,191
35020,2014,6
35060,2014,3
35100,2014,11
35140,2014,2
35220,2014,8
35260,2014,12
35300,2014,180
35380,2014,27
35420,2014,13
35440,2014,10
35460,2014,3
35500,2014,2
35580,2014,4
35620,2014,3544
35660,2014,28
35700,2014,6
35740,2014,3
35820,2014,8
35840,2014,52
35860,2014,4
35900,2014,3
35940,2014,2
35980,2014,64
36020,2014,4
36100,2014,14
36140,2014,23
36220,2014,17
36260,2014,7
36300,2014,14
36340,2014,9
36380,2014,5
36420,2014,136
36460,2014,12
36500,2014,17
36540,2014,42
36580,2014,10
36620,2014,3
36660,2014,NA
36700,2014,7
36740,2014,150
36780,2014,5
36820,2014,2
36830,2014,1
36840,2014,8
36860,2014,13
36900,2014,1
36940,2014,8
36980,2014,13
37020,2014,4
37060,2014,13
37080,2014,2
37100,2014,129
37120,2014,3
37140,2014,14
37220,2014,2
37260,2014,3
37300,2014,2
37340,2014,39
37420,2014,4
37460,2014,22
37500,2014,7
37540,2014,7
37580,2014,4
37620,2014,3
37660,2014,7
37740,2014,2
37780,2014,1
37800,2014,NA
37860,2014,31
37900,2014,25
37940,2014,3
37980,2014,830
38060,2014,129
38100,2014,NA
38180,2014,2
38220,2014,18
38240,2014,6
38260,2014,9
38300,2014,380
38340,2014,41
38380,2014,4
38420,2014,5
38460,2014,15
38500,2014,4
38540,2014,5
38580,2014,4
38620,2014,5
38700,2014,3
38740,2014,2
38780,2014,1
38820,2014,1
38840,2014,1
38860,2014,23
38900,2014,124
38920,2014,2
38940,2014,34
39020,2014,2
39060,2014,36
39140,2014,9
39220,2014,1
39260,2014,1
39300,2014,336
39340,2014,6
39380,2014,36
39420,2014,2
39460,2014,14
39500,2014,1
39540,2014,20
39580,2014,66
39660,2014,10
39700,2014,1
39740,2014,53
39780,2014,3
39820,2014,7
39860,2014,13
39900,2014,38
39940,2014,NA
39980,2014,14
40060,2014,74
40080,2014,10
40100,2014,7
40140,2014,377
40180,2014,7
40220,2014,16
40260,2014,10
40300,2014,4
40340,2014,36
40380,2014,130
40420,2014,27
40460,2014,2
40540,2014,7
40580,2014,15
40620,2014,5
40660,2014,12
40700,2014,7
40740,2014,1
40760,2014,NA
40780,2014,1
40820,2014,4
40860,2014,12
40900,2014,164
40940,2014,NA
40980,2014,35
41060,2014,35
41100,2014,3
41140,2014,2
41180,2014,157
41220,2014,4
41260,2014,NA
41400,2014,8
41420,2014,16
41460,2014,14
41500,2014,48
41540,2014,94
41620,2014,23
41660,2014,12
41700,2014,173
41740,2014,372
41760,2014,4
41780,2014,5
41820,2014,3
41860,2014,440
41940,2014,160
42020,2014,59
42100,2014,37
42140,2014,13
42200,2014,83
42220,2014,69
42300,2014,2
42340,2014,57
42380,2014,10
42420,2014,3
42460,2014,5
42540,2014,126
42620,2014,1
42660,2014,160
42680,2014,13
42700,2014,4
42740,2014,3
42780,2014,3
42820,2014,2
42860,2014,8
42900,2014,8
42940,2014,6
42980,2014,7
43020,2014,NA
43060,2014,6
43100,2014,5
43140,2014,3
43180,2014,2
43220,2014,1
43260,2014,5
43300,2014,8
43320,2014,3
43340,2014,52
43380,2014,5
43420,2014,6
43460,2014,2
43500,2014,3
43580,2014,10
43620,2014,22
43660,2014,4
43700,2014,6
43740,2014,9
43760,2014,1
43780,2014,28
43900,2014,27
43940,2014,5
43980,2014,1
44020,2014,3
44060,2014,26
44100,2014,20
44140,2014,135
44180,2014,28
44220,2014,16
44260,2014,7
44300,2014,19
44340,2014,1
44420,2014,7
44460,2014,9
44500,2014,1
44540,2014,4
44580,2014,7
44620,2014,6
44660,2014,11
44700,2014,48
44740,2014,1
44780,2014,3
44860,2014,2
44900,2014,NA
44920,2014,3
44940,2014,4
44980,2014,13
45000,2014,NA
45020,2014,5
45060,2014,66
45140,2014,5
45180,2014,4
45220,2014,32
45300,2014,187
45340,2014,5
45380,2014,6
45460,2014,19
45500,2014,17
45520,2014,2
45540,2014,3
45580,2014,1
45620,2014,4
45660,2014,5
45700,2014,1
45740,2014,3
45780,2014,26
45820,2014,54
45860,2014,55
45900,2014,18
45940,2014,67
45980,2014,4
46020,2014,10
46060,2014,29
46100,2014,13
46140,2014,97
46180,2014,20
46220,2014,12
46300,2014,5
46340,2014,5
46380,2014,14
46460,2014,7
46500,2014,3
46520,2014,47
46540,2014,32
46620,2014,3
46660,2014,13
46700,2014,33
46740,2014,2
46780,2014,1
46820,2014,1
46860,2014,1
46900,2014,1
46980,2014,6
47020,2014,8
47080,2014,3
47180,2014,6
47220,2014,31
47240,2014,8
47260,2014,87
47300,2014,23
47340,2014,3
47380,2014,15
47420,2014,5
47460,2014,6
47540,2014,2
47580,2014,28
47620,2014,8
47660,2014,4
47700,2014,6
47780,2014,3
47820,2014,6
47900,2014,729
47920,2014,NA
47940,2014,17
47980,2014,4
48020,2014,7
48060,2014,13
48100,2014,NA
48140,2014,1
48180,2014,6
48220,2014,6
48260,2014,7
48300,2014,10
48460,2014,4
48500,2014,NA
48540,2014,7
48580,2014,11
48620,2014,119
48660,2014,9
48700,2014,19
48780,2014,3
48820,2014,6
48900,2014,22
48940,2014,5
48980,2014,7
49020,2014,7
49080,2014,2
49100,2014,12
49180,2014,28
49220,2014,6
49260,2014,2
49300,2014,14
49340,2014,196
49380,2014,5
49420,2014,7
49460,2014,2
49620,2014,49
49660,2014,47
49700,2014,11
49740,2014,10
49780,2014,8
49820,2014,NA
10100,2015,3
10140,2015,3
10180,2015,15
10220,2015,5
10300,2015,10
10420,2015,48
10460,2015,NA
10500,2015,20
10540,2015,5
10580,2015,144
10620,2015,2
10660,2015,6
10700,2015,10
10740,2015,35
10760,2015,NA
10780,2015,8
10820,2015,8
10860,2015,5
10900,2015,123
10940,2015,4
10980,2015,3
11020,2015,17
11060,2015,3
11100,2015,25
11140,2015,3
11180,2015,5
11220,2015,11
11260,2015,47
11380,2015,NA
11420,2015,5
11460,2015,44
11500,2015,6
11540,2015,7
11580,2015,NA
11620,2015,10
11660,2015,4
11680,2015,9
11700,2015,38
11740,2015,3
11780,2015,3
11820,2015,9
11860,2015,2
11900,2015,5
11940,2015,3
11980,2015,14
12020,2015,20
12060,2015,455
12100,2015,56
12120,2015,NA
12140,2015,4
12180,2015,8
12220,2015,4
12260,2015,50
12300,2015,2
12380,2015,7
12420,2015,160
12460,2015,2
12540,2015,62
12580,2015,655
12620,2015,7
12660,2015,3
12680,2015,11
12700,2015,80
12740,2015,10
12780,2015,6
12820,2015,1
12860,2015,7
12900,2015,NA
12940,2015,10
12980,2015,16
13020,2015,14
13060,2015,7
13100,2015,3
13140,2015,36
13180,2015,3
13220,2015,3
13260,2015,3
13300,2015,3
13340,2015,3
13380,2015,16
13420,2015,9
13460,2015,12
13500,2015,2
13540,2015,10
13620,2015,8
13660,2015,5
13700,2015,2
13720,2015,4
13740,2015,15
13780,2015,35
13820,2015,80
13900,2015,5
13940,2015,1
13980,2015,9
14010,2015,11
14020,2015,14
14100,2015,14
14140,2015,8
14180,2015,6
14220,2015,NA
14260,2015,31
14300,2015,NA
14340,2015,NA
14380,2015,4
14420,2015,3
14460,2015,877
14500,2015,66
14540,2015,21
14580,2015,7
14620,2015,12
14660,2015,23
14700,2015,4
14720,2015,19
14740,2015,6
14780,2015,2
14820,2015,2
14860,2015,189
15020,2015,4
15060,2015,2
15100,2015,2
15140,2015,NA
15180,2015,22
15220,2015,4
15260,2015,23
15340,2015,4
15380,2015,149
15420,2015,2
15460,2015,NA
15500,2015,8
15540,2015,42
15580,2015,2
15620,2015,3
15660,2015,6
15680,2015,25
15700,2015,3
15740,2015,4
15780,2015,7
15820,2015,NA
15860,2015,11
15900,2015,3
15940,2015,28
15980,2015,38
16020,2015,5
16060,2015,16
16100,2015,NA
16140,2015,NA
16180,2015,6
16220,2015,13
16260,2015,1
16300,2015,10
16340,2015,2
16380,2015,3
16420,2015,NA
16460,2015,6
16500,2015,3
16540,2015,14
16580,2015,15
16620,2015,2
16660,2015,7
16700,2015,63
16740,2015,124
16820,2015,20
16860,2015,50
16940,2015,12
16980,2015,1109
17020,2015,26
17060,2015,7
17140,2015,178
17200,2015,33
17220,2015,2
17260,2015,4
17300,2015,34
17340,2015,4
17380,2015,7
17420,2015,1
17460,2015,131
17500,2015,2
17540,2015,1
17580,2015,NA
17660,2015,15
17700,2015,12
17740,2015,4
17780,2015,14
17820,2015,135
17860,2015,10
17900,2015,62
17980,2015,43
18020,2015,11
18060,2015,10
18100,2015,1
18140,2015,124
18180,2015,9
18220,2015,2
18260,2015,12
18300,2015,7
18380,2015,3
18420,2015,7
18460,2015,2
18500,2015,8
18580,2015,40
18620,2015,4
18660,2015,6
18700,2015,4
18740,2015,4
18780,2015,7
18820,2015,3
18860,2015,3
18880,2015,30
18900,2015,4
18980,2015,3
19000,2015,1
19060,2015,10
19100,2015,416
19140,2015,9
19180,2015,13
19220,2015,6
19260,2015,6
19300,2015,27
19340,2015,15
19380,2015,99
19420,2015,NA
19460,2015,11
19500,2015,13
19540,2015,4
19580,2015,1
19620,2015,7
19660,2015,35
19700,2015,1
19740,2015,656
19760,2015,NA
19780,2015,22
19820,2015,962
19860,2015,7
19940,2015,3
19980,2015,5
20020,2015,10
20060,2015,4
20100,2015,43
20140,2015,12
20180,2015,17
20220,2015,2
20260,2015,57
20300,2015,2
20340,2015,11
20380,2015,4
20420,2015,17
20460,2015,1
20500,2015,34
20540,2015,6
20580,2015,3
20660,2015,6
20700,2015,18
20740,2015,3
20780,2015,23
20820,2015,10
20900,2015,2
20940,2015,11
20980,2015,9
21020,2015,6
21060,2015,12
21120,2015,4
21140,2015,17
21180,2015,1
21220,2015,3
21260,2015,1
21300,2015,6
21340,2015,51
21380,2015,11
21420,2015,12
21460,2015,2
21500,2015,48
21540,2015,NA
21580,2015,4
21640,2015,NA
21660,2015,19
21700,2015,16
21740,2015,4
21780,2015,29
21820,2015,8
21840,2015,NA
21860,2015,NA
21900,2015,2
21980,2015,1
22020,2015,32
22060,2015,7
22100,2015,2
22140,2015,3
22180,2015,14
22220,2015,48
22260,2015,12
22280,2015,5
22300,2015,5
22340,2015,2
22380,2015,12
22420,2015,82
22500,2015,26
22520,2015,23
22540,2015,5
22580,2015,2
22620,2015,6
22660,2015,68
22700,2015,3
22780,2015,1
22800,2015,1
22820,2015,9
22840,2015,NA
22860,2015,2
22900,2015,28
23060,2015,42
