cbsa,YEAR,alcohol
23140,2015,7
23180,2015,9
23240,2015,12
23300,2015,5
23340,2015,3
23380,2015,3
23420,2015,95
23460,2015,8
23500,2015,3
23540,2015,26
23580,2015,18
23620,2015,6
23660,2015,3
23700,2015,6
23780,2015,13
23820,2015,6
23860,2015,8
23900,2015,8
23940,2015,8
23980,2015,3
24020,2015,24
24060,2015,31
24100,2015,8
24140,2015,5
24220,2015,14
24260,2015,2
24300,2015,31
24330,2015,NA
24340,2015,97
24380,2015,2
24420,2015,4
24460,2015,6
24500,2015,5
24540,2015,60
24580,2015,14
24620,2015,7
24640,2015,10
24660,2015,42
24700,2015,3
24740,2015,5
24780,2015,12
24820,2015,4
24860,2015,62
24900,2015,7
24940,2015,9
24980,2015,2
25060,2015,52
25100,2015,4
25180,2015,37
25200,2015,3
25220,2015,1
25260,2015,6
25300,2015,NA
25420,2015,72
25460,2015,6
25500,2015,7
25540,2015,311
25580,2015,2
25620,2015,31
25700,2015,10
25720,2015,1
25740,2015,6
25760,2015,2
25780,2015,1
25820,2015,1
25840,2015,7
25860,2015,15
25880,2015,2
25900,2015,3
25940,2015,22
25980,2015,3
26020,2015,2
26090,2015,17
26140,2015,12
26220,2015,5
26260,2015,NA
26300,2015,24
26340,2015,5
26380,2015,3
26420,2015,405
26460,2015,19
26500,2015,8
26540,2015,5
26580,2015,19
26620,2015,43
26660,2015,8
26700,2015,NA
26740,2015,11
26780,2015,6
26820,2015,5
26860,2015,14
26900,2015,262
26940,2015,4
26960,2015,4
26980,2015,11
27020,2015,3
27060,2015,16
27100,2015,20
27140,2015,53
27160,2015,3
27180,2015,13
27220,2015,5
27260,2015,107
27300,2015,4
27340,2015,8
27380,2015,2
27420,2015,3
27460,2015,15
27500,2015,10
27540,2015,8
27600,2015,4
27620,2015,4
27660,2015,NA
27700,2015,5
27740,2015,14
27780,2015,36
27860,2015,6
27900,2015,19
27920,2015,6
27940,2015,5
27980,2015,5
28020,2015,48
28060,2015,8
28100,2015,12
28140,2015,236
28180,2015,3
28260,2015,3
28300,2015,9
28340,2015,7
28380,2015,3
28420,2015,10
28500,2015,6
28540,2015,1
28580,2015,12
28620,2015,11
28660,2015,32
28700,2015,25
28740,2015,40
28780,2015,4
28820,2015,3
28860,2015,2
28900,2015,2
28940,2015,79
29020,2015,13
29060,2015,4
29100,2015,7
29180,2015,8
29200,2015,21
29260,2015,NA
29300,2015,6
29340,2015,6
29380,2015,3
29420,2015,6
29460,2015,36
29500,2015,1
29540,2015,48
29620,2015,49
29660,2015,4
29700,2015,14
29740,2015,7
29780,2015,1
29820,2015,83
29860,2015,10
29900,2015,1
29940,2015,30
29980,2015,4
30020,2015,13
30060,2015,5
30140,2015,14
30220,2015,2
30260,2015,7
30280,2015,5
30300,2015,2
30340,2015,4
30380,2015,6
30420,2015,4
30460,2015,49
30580,2015,4
30620,2015,6
30660,2015,1
30700,2015,14
30780,2015,90
30820,2015,5
30860,2015,2
30880,2015,1
30900,2015,5
30940,2015,3
30980,2015,22
31020,2015,4
31060,2015,NA
31080,2015,1469
31140,2015,182
31180,2015,30
31220,2015,2
31260,2015,1
31300,2015,7
31340,2015,12
31380,2015,2
31420,2015,36
31460,2015,13
31500,2015,7
31540,2015,55
31580,2015,9
31620,2015,NA
31660,2015,6
31680,2015,NA
31700,2015,21
31740,2015,20
31820,2015,3
31860,2015,12
31900,2015,8
31930,2015,3
31940,2015,4
31980,2015,8
32000,2015,1
32020,2015,3
32100,2015,6
32140,2015,9
32180,2015,NA
32220,2015,4
32260,2015,2
32280,2015,NA
32300,2015,3
32340,2015,NA
32380,2015,2
32460,2015,NA
32500,2015,1
32540,2015,2
32580,2015,30
32620,2015,8
32660,2015,NA
32700,2015,6
32740,2015,15
32780,2015,12
32820,2015,155
32860,2015,3
32900,2015,17
32940,2015,14
32980,2015,1
33020,2015,1
33060,2015,2
33100,2015,449
33140,2015,15
33180,2015,NA
33220,2015,9
33260,2015,15
33300,2015,6
33340,2015,145
33420,2015,6
33460,2015,518
33500,2015,5
33540,2015,5
33580,2015,NA
33620,2015,2
33660,2015,38
33700,2015,45
33740,2015,14
33780,2015,26
33860,2015,26
33940,2015,14
33980,2015,6
34020,2015,NA
34060,2015,3
34100,2015,7
34140,2015,3
34180,2015,3
34220,2015,4
34260,2015,13
34300,2015,1
34340,2015,4
34380,2015,7
34420,2015,3
34460,2015,3
34500,2015,4
34540,2015,4
34580,2015,7
34620,2015,18
34660,2015,3
34700,2015,1
34740,2015,17
34780,2015,4
34820,2015,54
34860,2015,7
34900,2015,44
34940,2015,13
34980,2015,191
35020,2015,5
35060,2015,2
35100,2015,11
35140,2015,2
35220,2015,9
35260,2015,12
35300,2015,183
35380,2015,25
35420,2015,14
35440,2015,10
35460,2015,3
35500,2015,2
35580,2015,4
35620,2015,3640
35660,2015,28
35700,2015,5
35740,2015,4
35820,2015,8
35840,2015,51
35860,2015,5
35900,2015,3
35940,2015,1
35980,2015,71
36020,2015,5
36100,2015,15
36140,2015,24
36220,2015,17
36260,2015,7
36300,2015,16
36340,2015,9
36380,2015,5
36420,2015,143
36460,2015,13
36500,2015,15
36540,2015,39
36580,2015,9
36620,2015,3
36660,2015,NA
36700,2015,9
36740,2015,151
36780,2015,5
36820,2015,2
36830,2015,NA
36840,2015,7
36860,2015,14
36900,2015,1
36940,2015,8
36980,2015,15
37020,2015,4
37060,2015,12
37080,2015,2
37100,2015,132
37120,2015,3
37140,2015,15
37220,2015,2
37260,2015,3
37300,2015,2
37340,2015,39
37420,2015,4
37460,2015,22
37500,2015,5
37540,2015,6
37580,2015,3
37620,2015,3
37660,2015,7
37740,2015,2
37780,2015,1
37800,2015,NA
37860,2015,31
37900,2015,27
37940,2015,3
37980,2015,842
38060,2015,135
38100,2015,NA
38180,2015,2
38220,2015,16
38240,2015,6
38260,2015,10
38300,2015,388
38340,2015,43
38380,2015,4
38420,2015,5
38460,2015,15
38500,2015,4
38540,2015,5
38580,2015,6
38620,2015,4
38700,2015,1
38740,2015,2
38780,2015,1
38820,2015,1
38840,2015,1
38860,2015,21
38900,2015,125
38920,2015,2
38940,2015,34
39020,2015,3
39060,2015,36
39140,2015,10
39220,2015,1
39260,2015,1
39300,2015,339
39340,2015,5
39380,2015,34
39420,2015,1
39460,2015,14
39500,2015,2
39540,2015,19
39580,2015,68
39660,2015,8
39700,2015,1
39740,2015,54
39780,2015,3
39820,2015,10
39860,2015,11
39900,2015,29
39940,2015,NA
39980,2015,14
40060,2015,74
40080,2015,8
40100,2015,7
40140,2015,384
40180,2015,7
40220,2015,16
40260,2015,10
40300,2015,4
40340,2015,35
40380,2015,139
40420,2015,27
40460,2015,2
40540,2015,7
40580,2015,15
40620,2015,4
40660,2015,12
40700,2015,6
40740,2015,1
40760,2015,NA
40780,2015,1
40820,2015,5
40860,2015,13
40900,2015,166
40940,2015,1
40980,2015,41
41060,2015,36
41100,2015,3
41140,2015,3
41180,2015,157
41220,2015,2
41260,2015,NA
41400,2015,7
41420,2015,14
41460,2015,15
41500,2015,44
41540,2015,91
41620,2015,24
41660,2015,12
41700,2015,172
41740,2015,385
41760,2015,4
41780,2015,6
41820,2015,2
41860,2015,441
41940,2015,156
42020,2015,59
42100,2015,39
42140,2015,13
42200,2015,81
42220,2015,70
42300,2015,2
42340,2015,52
42380,2015,11
42420,2015,3
42460,2015,3
42540,2015,135
42620,2015,1
42660,2015,152
42680,2015,12
42700,2015,4
42740,2015,3
42780,2015,4
42820,2015,2
42860,2015,7
42900,2015,7
42940,2015,8
42980,2015,6
43020,2015,NA
43060,2015,5
43100,2015,5
43140,2015,3
43180,2015,3
43220,2015,1
43260,2015,5
43300,2015,8
43320,2015,3
43340,2015,54
43380,2015,5
43420,2015,6
43460,2015,2
43500,2015,3
43580,2015,9
43620,2015,20
43660,2015,4
43700,2015,7
43740,2015,10
43760,2015,1
43780,2015,21
43900,2015,27
43940,2015,6
43980,2015,1
44020,2015,4
44060,2015,25
44100,2015,17
44140,2015,133
44180,2015,25
44220,2015,14
44260,2015,8
44300,2015,18
44340,2015,1
44420,2015,8
44460,2015,11
44500,2015,1
44540,2015,4
44580,2015,6
44620,2015,4
44660,2015,10
44700,2015,50
44740,2015,1
44780,2015,4
44860,2015,1
44900,2015,NA
44920,2015,3
44940,2015,6
44980,2015,12
45000,2015,NA
45020,2015,6
45060,2015,68
45140,2015,7
45180,2015,4
45220,2015,35
45300,2015,206
45340,2015,3
45380,2015,4
45460,2015,18
45500,2015,18
45520,2015,2
45540,2015,3
45580,2015,NA
45620,2015,7
45660,2015,4
45700,2015,1
45740,2015,3
45780,2015,23
45820,2015,58
45860,2015,57
45900,2015,20
45940,2015,70
45980,2015,4
46020,2015,9
46060,2015,34
46100,2015,15
46140,2015,108
46180,2015,25
46220,2015,13
46300,2015,4
46340,2015,6
46380,2015,10
46460,2015,6
46500,2015,3
46520,2015,49
46540,2015,31
46620,2015,2
46660,2015,14
46700,2015,31
46740,2015,2
46780,2015,1
46820,2015,1
46860,2015,1
46900,2015,1
46980,2015,7
47020,2015,8
47080,2015,2
47180,2015,6
47220,2015,30
47240,2015,8
47260,2015,88
47300,2015,26
47340,2015,3
47380,2015,15
47420,2015,3
47460,2015,5
47540,2015,2
47580,2015,35
47620,2015,6
47660,2015,4
47700,2015,6
47780,2015,3
47820,2015,6
47900,2015,736
47920,2015,NA
47940,2015,15
47980,2015,4
48020,2015,7
48060,2015,12
48100,2015,NA
48140,2015,1
48180,2015,5
48220,2015,6
48260,2015,6
48300,2015,11
48460,2015,4
48500,2015,NA
48540,2015,5
48580,2015,12
48620,2015,118
48660,2015,10
48700,2015,20
48780,2015,4
48820,2015,6
48900,2015,23
48940,2015,5
48980,2015,7
49020,2015,8
49080,2015,1
49100,2015,11
49180,2015,28
49220,2015,3
49260,2015,2
49300,2015,12
49340,2015,188
49380,2015,6
49420,2015,4
49460,2015,2
49620,2015,51
49660,2015,50
49700,2015,10
49740,2015,9
49780,2015,8
49820,2015,NA
10100,2016,3
10140,2016,4
10180,2016,17
10220,2016,5
10300,2016,10
10420,2016,47
10460,2016,NA
10500,2016,17
10540,2016,5
10580,2016,153
10620,2016,2
10660,2016,5
10700,2016,8
10740,2016,31
10760,2016,NA
10780,2016,7
10820,2016,9
10860,2016,5
10900,2016,120
10940,2016,4
10980,2016,4
11020,2016,17
11060,2016,4
11100,2016,26
11140,2016,3
11180,2016,4
11220,2016,11
11260,2016,47
11380,2016,NA
11420,2016,5
11460,2016,47
11500,2016,4
11540,2016,7
11580,2016,1
11620,2016,10
11660,2016,3
11680,2016,10
11700,2016,35
11740,2016,3
11780,2016,2
11820,2016,9
11860,2016,2
11900,2016,5
11940,2016,3
11980,2016,16
12020,2016,19
12060,2016,448
12100,2016,58
12120,2016,NA
12140,2016,4
12180,2016,8
12220,2016,6
12260,2016,45
12300,2016,3
12380,2016,6
12420,2016,168
12460,2016,3
12540,2016,64
12580,2016,655
12620,2016,6
12660,2016,3
12680,2016,12
12700,2016,81
12740,2016,11
12780,2016,8
12820,2016,1
12860,2016,7
12900,2016,NA
12940,2016,12
12980,2016,18
13020,2016,15
13060,2016,7
13100,2016,3
13140,2016,35
13180,2016,3
13220,2016,4
13260,2016,3
13300,2016,2
13340,2016,3
13380,2016,13
13420,2016,10
13460,2016,10
13500,2016,2
13540,2016,10
13620,2016,8
13660,2016,4
13700,2016,3
13720,2016,4
13740,2016,14
13780,2016,35
13820,2016,75
13900,2016,5
13940,2016,1
13980,2016,7
14010,2016,10
14020,2016,15
14100,2016,15
14140,2016,9
14180,2016,6
14220,2016,NA
14260,2016,32
14300,2016,NA
14340,2016,NA
14380,2016,4
14420,2016,1
14460,2016,871
14500,2016,66
14540,2016,16
14580,2016,8
14620,2016,13
14660,2016,21
14700,2016,4
14720,2016,20
14740,2016,7
14780,2016,2
14820,2016,2
14860,2016,180
15020,2016,4
15060,2016,2
15100,2016,2
15140,2016,NA
15180,2016,22
15220,2016,3
15260,2016,27
15340,2016,3
15380,2016,149
15420,2016,2
15460,2016,NA
15500,2016,8
15540,2016,41
15580,2016,2
15620,2016,3
15660,2016,6
15680,2016,27
15700,2016,3
15740,2016,4
15780,2016,7
15820,2016,NA
15860,2016,10
15900,2016,2
15940,2016,25
15980,2016,37
16020,2016,4
16060,2016,15
16100,2016,NA
16140,2016,NA
16180,2016,8
16220,2016,12
16260,2016,1
16300,2016,12
16340,2016,2
16380,2016,2
16420,2016,NA
16460,2016,6
16500,2016,3
16540,2016,14
16580,2016,14
16620,2016,2
16660,2016,7
16700,2016,69
16740,2016,124
16820,2016,19
16860,2016,49
16940,2016,12
16980,2016,1109
17020,2016,23
17060,2016,7
17140,2016,180
17200,2016,32
17220,2016,2
17260,2016,4
17300,2016,36
17340,2016,5
17380,2016,7
17420,2016,1
17460,2016,131
17500,2016,2
17540,2016,1
17580,2016,NA
17660,2016,13
17700,2016,11
17740,2016,4
17780,2016,16
17820,2016,137
17860,2016,10
17900,2016,66
17980,2016,43
18020,2016,11
18060,2016,9
18100,2016,1
18140,2016,127
18180,2016,9
18220,2016,2
18260,2016,12
18300,2016,7
18380,2016,3
18420,2016,7
18460,2016,3
18500,2016,9
18580,2016,39
18620,2016,4
18660,2016,6
18700,2016,4
18740,2016,3
18780,2016,7
18820,2016,3
18860,2016,3
18880,2016,32
18900,2016,3
18980,2016,4
19000,2016,1
19060,2016,9
19100,2016,424
19140,2016,7
19180,2016,14
19220,2016,5
19260,2016,6
19300,2016,31
19340,2016,15
19380,2016,89
19420,2016,NA
19460,2016,9
19500,2016,14
19540,2016,5
19580,2016,1
19620,2016,7
19660,2016,32
19700,2016,1
19740,2016,655
19760,2016,NA
19780,2016,21
19820,2016,967
19860,2016,6
19940,2016,2
19980,2016,5
20020,2016,9
20060,2016,4
20100,2016,44
20140,2016,14
20180,2016,18
20220,2016,2
20260,2016,58
20300,2016,2
20340,2016,9
20380,2016,4
20420,2016,16
20460,2016,1
20500,2016,35
20540,2016,5
20580,2016,3
20660,2016,6
20700,2016,18
20740,2016,3
20780,2016,25
20820,2016,9
20900,2016,3
20940,2016,12
20980,2016,7
21020,2016,6
21060,2016,12
21120,2016,4
21140,2016,16
21180,2016,1
21220,2016,3
21260,2016,1
21300,2016,7
21340,2016,54
21380,2016,13
21420,2016,12
21460,2016,2
21500,2016,49
21540,2016,1
21580,2016,4
21640,2016,NA
21660,2016,19
21700,2016,14
21740,2016,3
21780,2016,28
21820,2016,7
21840,2016,NA
21860,2016,NA
21900,2016,3
21980,2016,1
22020,2016,34
22060,2016,9
22100,2016,2
22140,2016,3
22180,2016,16
22220,2016,44
22260,2016,12
22280,2016,5
22300,2016,6
22340,2016,3
22380,2016,14
22420,2016,77
22500,2016,28
22520,2016,18
22540,2016,5
22580,2016,5
22620,2016,5
22660,2016,72
22700,2016,3
22780,2016,1
22800,2016,2
22820,2016,7
22840,2016,NA
22860,2016,1
22900,2016,27
23060,2016,50
23140,2016,8
23180,2016,7
23240,2016,12
23300,2016,4
23340,2016,2
23380,2016,3
23420,2016,96
23460,2016,8
23500,2016,2
23540,2016,28
23580,2016,18
23620,2016,6
23660,2016,3
23700,2016,6
23780,2016,12
23820,2016,6
23860,2016,8
23900,2016,7
23940,2016,8
23980,2016,1
24020,2016,24
24060,2016,30
24100,2016,8
24140,2016,5
24220,2016,14
24260,2016,2
24300,2016,32
24330,2016,NA
24340,2016,98
24380,2016,2
24420,2016,4
24460,2016,7
24500,2016,5
24540,2016,62
24580,2016,16
24620,2016,9
24640,2016,9
24660,2016,40
24700,2016,3
24740,2016,5
24780,2016,14
24820,2016,5
24860,2016,65
24900,2016,7
24940,2016,10
24980,2016,2
25060,2016,58
25100,2016,4
25180,2016,32
25200,2016,3
25220,2016,1
25260,2016,7
25300,2016,NA
25420,2016,73
25460,2016,6
25500,2016,8
25540,2016,318
25580,2016,2
25620,2016,34
25700,2016,10
25720,2016,1
25740,2016,7
25760,2016,2
25780,2016,1
25820,2016,2
25840,2016,7
25860,2016,16
25880,2016,2
25900,2016,3
25940,2016,22
25980,2016,5
26020,2016,2
26090,2016,17
26140,2016,13
26220,2016,4
26260,2016,NA
26300,2016,21
26340,2016,3
26380,2016,1
26420,2016,424
26460,2016,18
26500,2016,8
26540,2016,5
26580,2016,19
26620,2016,40
26660,2016,9
26700,2016,NA
26740,2016,11
26780,2016,6
26820,2016,5
26860,2016,13
26900,2016,256
26940,2016,5
26960,2016,3
26980,2016,12
27020,2016,3
27060,2016,17
27100,2016,19
27140,2016,57
27160,2016,3
27180,2016,12
27220,2016,6
27260,2016,116
27300,2016,4
27340,2016,8
27380,2016,2
27420,2016,3
27460,2016,15
27500,2016,11
27540,2016,8
27600,2016,3
27620,2016,5
27660,2016,NA
27700,2016,5
27740,2016,15
27780,2016,37
27860,2016,6
27900,2016,23
27920,2016,4
27940,2016,6
27980,2016,5
28020,2016,53
28060,2016,9
28100,2016,13
28140,2016,244
28180,2016,4
28260,2016,4
28300,2016,9
28340,2016,7
28380,2016,1
28420,2016,9
28500,2016,7
28540,2016,1
28580,2016,13
28620,2016,10
28660,2016,29
28700,2016,23
28740,2016,40
28780,2016,4
28820,2016,3
28860,2016,2
28900,2016,2
28940,2016,81
29020,2016,13
29060,2016,4
29100,2016,6
29180,2016,8
29200,2016,21
29260,2016,NA
29300,2016,8
29340,2016,7
29380,2016,3
29420,2016,6
29460,2016,35
29500,2016,1
29540,2016,45
29620,2016,54
29660,2016,5
29700,2016,14
29740,2016,5
29780,2016,1
29820,2016,93
29860,2016,11
29900,2016,1
29940,2016,32
29980,2016,3
30020,2016,14
30060,2016,4
30140,2016,14
30220,2016,1
30260,2016,7
30280,2016,5
30300,2016,2
30340,2016,5
30380,2016,6
30420,2016,4
30460,2016,50
30580,2016,4
30620,2016,7
30660,2016,1
30700,2016,12
30780,2016,95
30820,2016,5
30860,2016,2
30880,2016,1
30900,2016,6
30940,2016,4
30980,2016,21
31020,2016,3
31060,2016,NA
31080,2016,1496
31140,2016,176
31180,2016,33
31220,2016,2
31260,2016,1
31300,2016,7
31340,2016,11
31380,2016,2
31420,2016,34
31460,2016,10
31500,2016,7
31540,2016,51
31580,2016,12
31620,2016,1
31660,2016,5
31680,2016,NA
31700,2016,22
31740,2016,18
31820,2016,3
31860,2016,12
31900,2016,9
31930,2016,3
31940,2016,3
31980,2016,8
32000,2016,1
32020,2016,4
32100,2016,7
32140,2016,9
32180,2016,NA
32220,2016,5
32260,2016,2
32280,2016,NA
32300,2016,3
32340,2016,NA
32380,2016,4
32460,2016,NA
32500,2016,3
32540,2016,3
32580,2016,28
32620,2016,8
32660,2016,NA
32700,2016,6
32740,2016,16
32780,2016,13
32820,2016,157
32860,2016,3
32900,2016,16
32940,2016,13
32980,2016,1
33020,2016,1
33060,2016,2
33100,2016,459
33140,2016,14
33180,2016,NA
33220,2016,7
33260,2016,15
33300,2016,7
33340,2016,146
33420,2016,6
33460,2016,509
33500,2016,5
33540,2016,5
33580,2016,NA
33620,2016,2
33660,2016,38
33700,2016,43
33740,2016,13
33780,2016,25
33860,2016,29
33940,2016,11
33980,2016,7
34020,2016,NA
34060,2016,3
34100,2016,9
34140,2016,3
34180,2016,1
34220,2016,7
34260,2016,13
34300,2016,1
34340,2016,3
34380,2016,6
34420,2016,3
34460,2016,3
34500,2016,5
34540,2016,4
34580,2016,6
34620,2016,19
34660,2016,4
34700,2016,NA
34740,2016,16
34780,2016,6
34820,2016,56
34860,2016,7
34900,2016,47
34940,2016,13
34980,2016,184
35020,2016,7
35060,2016,2
35100,2016,13
35140,2016,3
35220,2016,9
35260,2016,13
35300,2016,196
35380,2016,29
35420,2016,14
35440,2016,9
35460,2016,2
35500,2016,2
35580,2016,4
35620,2016,3690
35660,2016,28
35700,2016,4
35740,2016,4
35820,2016,8
35840,2016,55
35860,2016,4
35900,2016,3
35940,2016,1
35980,2016,76
36020,2016,9
36100,2016,13
36140,2016,22
36220,2016,18
36260,2016,7
36300,2016,14
36340,2016,9
36380,2016,4
36420,2016,152
36460,2016,12
36500,2016,13
36540,2016,44
36580,2016,9
36620,2016,3
36660,2016,NA
36700,2016,9
36740,2016,148
36780,2016,5
36820,2016,2
36830,2016,NA
36840,2016,7
36860,2016,13
36900,2016,1
36940,2016,8
36980,2016,19
37020,2016,4
37060,2016,11
37080,2016,2
37100,2016,125
37120,2016,3
37140,2016,17
37220,2016,2
37260,2016,3
37300,2016,2
37340,2016,37
37420,2016,4
37460,2016,21
37500,2016,5
37540,2016,7
37580,2016,3
37620,2016,3
37660,2016,5
37740,2016,2
37780,2016,1
37800,2016,NA
37860,2016,29
37900,2016,28
37940,2016,3
37980,2016,839
38060,2016,126
38100,2016,NA
38180,2016,2
38220,2016,18
38240,2016,6
38260,2016,9
38300,2016,387
38340,2016,41
38380,2016,4
38420,2016,5
38460,2016,14
38500,2016,4
38540,2016,5
38580,2016,5
38620,2016,7
38700,2016,1
38740,2016,3
38780,2016,1
38820,2016,1
38840,2016,1
38860,2016,23
38900,2016,128
38920,2016,2
38940,2016,36
39020,2016,6
39060,2016,36
39140,2016,10
39220,2016,1
39260,2016,1
39300,2016,350
39340,2016,5
39380,2016,33
39420,2016,NA
39460,2016,12
39500,2016,1
39540,2016,20
39580,2016,67
39660,2016,8
39700,2016,1
39740,2016,54
39780,2016,2
39820,2016,8
39860,2016,11
39900,2016,32
39940,2016,NA
39980,2016,14
40060,2016,72
40080,2016,8
40100,2016,8
40140,2016,399
40180,2016,7
40220,2016,17
40260,2016,10
40300,2016,4
40340,2016,35
40380,2016,136
40420,2016,28
40460,2016,2
40540,2016,6
40580,2016,15
40620,2016,4
40660,2016,15
40700,2016,5
40740,2016,1
40760,2016,NA
40780,2016,1
40820,2016,6
40860,2016,13
40900,2016,156
40940,2016,1
40980,2016,36
41060,2016,35
41100,2016,3
41140,2016,3
41180,2016,159
41220,2016,2
41260,2016,NA
41400,2016,8
41420,2016,15
41460,2016,12
41500,2016,42
41540,2016,93
41620,2016,22
41660,2016,13
41700,2016,161
41740,2016,389
41760,2016,4
41780,2016,6
41820,2016,3
41860,2016,454
41940,2016,165
42020,2016,55
42100,2016,35
42140,2016,12
42200,2016,84
42220,2016,74
42300,2016,2
42340,2016,54
42380,2016,11
42420,2016,4
42460,2016,3
42540,2016,138
42620,2016,1
42660,2016,142
42680,2016,11
42700,2016,5
42740,2016,4
42780,2016,4
42820,2016,2
42860,2016,7
42900,2016,6
42940,2016,6
42980,2016,6
43020,2016,NA
43060,2016,5
43100,2016,5
43140,2016,3
43180,2016,3
43220,2016,1
43260,2016,4
43300,2016,8
43320,2016,3
43340,2016,54
43380,2016,6
43420,2016,6
43460,2016,2
43500,2016,3
43580,2016,11
43620,2016,14
43660,2016,5
43700,2016,7
43740,2016,10
43760,2016,1
43780,2016,33
43900,2016,25
43940,2016,4
43980,2016,1
44020,2016,3
44060,2016,25
44100,2016,19
44140,2016,136
44180,2016,25
44220,2016,13
44260,2016,9
44300,2016,18
44340,2016,2
44420,2016,8
44460,2016,11
44500,2016,1
44540,2016,4
44580,2016,6
44620,2016,5
44660,2016,9
44700,2016,68
44740,2016,1
44780,2016,3
44860,2016,1
44900,2016,NA
44920,2016,3
44940,2016,6
44980,2016,12
45000,2016,1
45020,2016,6
45060,2016,72
45140,2016,7
45180,2016,5
45220,2016,35
45300,2016,201
45340,2016,3
45380,2016,2
45460,2016,17
45500,2016,17
45520,2016,2
45540,2016,4
45580,2016,NA
45620,2016,7
45660,2016,3
45700,2016,1
45740,2016,2
45780,2016,20
45820,2016,56
45860,2016,60
45900,2016,20
45940,2016,67
45980,2016,3
46020,2016,9
46060,2016,32
46100,2016,16
46140,2016,110
46180,2016,22
46220,2016,14
46300,2016,4
46340,2016,5
46380,2016,11
46460,2016,5
46500,2016,2
46520,2016,50
46540,2016,34
46620,2016,2
46660,2016,15
46700,2016,28
46740,2016,2
46780,2016,1
46820,2016,1
46860,2016,1
46900,2016,1
46980,2016,7
47020,2016,9
47080,2016,2
47180,2016,7
47220,2016,28
47240,2016,9
47260,2016,89
47300,2016,25
47340,2016,3
47380,2016,17
47420,2016,2
47460,2016,3
47540,2016,2
47580,2016,35
47620,2016,6
47660,2016,4
47700,2016,7
47780,2016,3
47820,2016,6
47900,2016,737
47920,2016,NA
47940,2016,13
47980,2016,3
48020,2016,8
48060,2016,11
48100,2016,NA
48140,2016,NA
48180,2016,5
48220,2016,7
48260,2016,6
48300,2016,13
48460,2016,6
48500,2016,NA
48540,2016,5
48580,2016,14
48620,2016,121
48660,2016,12
48700,2016,18
48780,2016,4
48820,2016,6
48900,2016,23
48940,2016,4
48980,2016,7
49020,2016,7
49080,2016,1
49100,2016,9
49180,2016,29
49220,2016,3
49260,2016,2
49300,2016,13
49340,2016,191
49380,2016,6
49420,2016,5
49460,2016,2
49620,2016,48
49660,2016,51
49700,2016,11
49740,2016,8
49780,2016,8
49820,2016,NA
